"k","signal_mode","beta","signal_cluster","cluster_n_otus_template","method","power","n_nonmissing"
8,"prevalence",0.35,2,77,"ILR_euclidean_pc0.01",0.14,100
8,"prevalence",0.35,2,77,"ILR_euclidean_pc0.1",0.12,100
8,"prevalence",0.35,2,77,"ILR_euclidean_pc0.5",0.12,100
8,"prevalence",0.35,2,77,"ILR_euclidean_pc1",0.09,100
8,"prevalence",0.35,2,77,"aitchison",0.11,100
8,"prevalence",0.35,2,77,"aitchison_pc0.01",0.14,100
8,"prevalence",0.35,2,77,"aitchison_pc0.1",0.12,100
8,"prevalence",0.35,2,77,"aitchison_pc1",0.1,100
8,"prevalence",0.35,2,77,"bray",0.05,100
8,"prevalence",0.35,2,77,"euclidean",0.08,100
8,"prevalence",0.35,2,77,"jaccard",0.17,100
8,"prevalence",0.4,2,77,"AHC_euclidean",0.05,100
8,"prevalence",0.4,2,77,"ILR_euclidean_pc0.01",0.23,100
8,"prevalence",0.4,2,77,"ILR_euclidean_pc0.1",0.22,100
8,"prevalence",0.4,2,77,"ILR_euclidean_pc0.5",0.2,100
8,"prevalence",0.4,2,77,"ILR_euclidean_pc1",0.19,100
8,"prevalence",0.4,2,77,"aitchison",0.2,100
8,"prevalence",0.4,2,77,"aitchison_pc0.01",0.23,100
8,"prevalence",0.4,2,77,"aitchison_pc0.1",0.19,100
8,"prevalence",0.4,2,77,"aitchison_pc1",0.2,100
8,"prevalence",0.4,2,77,"bray",0.09,100
8,"prevalence",0.4,2,77,"euclidean",0.06,100
8,"prevalence",0.4,2,77,"jaccard",0.24,100
8,"prevalence",0.45,2,77,"AHC_euclidean",0.05,100
8,"prevalence",0.45,2,77,"ILR_euclidean_pc0.01",0.27,100
8,"prevalence",0.45,2,77,"ILR_euclidean_pc0.1",0.25,100
8,"prevalence",0.45,2,77,"ILR_euclidean_pc0.5",0.25,100
8,"prevalence",0.45,2,77,"ILR_euclidean_pc1",0.25,100
8,"prevalence",0.45,2,77,"aitchison",0.23,100
8,"prevalence",0.45,2,77,"aitchison_pc0.01",0.26,100
8,"prevalence",0.45,2,77,"aitchison_pc0.1",0.25,100
8,"prevalence",0.45,2,77,"aitchison_pc1",0.21,100
8,"prevalence",0.45,2,77,"bray",0.06,100
8,"prevalence",0.45,2,77,"euclidean",0.02,100
8,"prevalence",0.45,2,77,"jaccard",0.29,100
8,"prevalence",0.5,2,77,"AHC_euclidean",0.07,100
8,"prevalence",0.5,2,77,"ILR_euclidean_pc0.01",0.43,100
8,"prevalence",0.5,2,77,"ILR_euclidean_pc0.1",0.41,100
8,"prevalence",0.5,2,77,"ILR_euclidean_pc0.5",0.41,100
8,"prevalence",0.5,2,77,"ILR_euclidean_pc1",0.39,100
8,"prevalence",0.5,2,77,"aitchison",0.4,100
8,"prevalence",0.5,2,77,"aitchison_pc0.01",0.45,100
8,"prevalence",0.5,2,77,"aitchison_pc0.1",0.42,100
8,"prevalence",0.5,2,77,"aitchison_pc1",0.4,100
8,"prevalence",0.5,2,77,"bray",0.04,100
8,"prevalence",0.5,2,77,"euclidean",0.01,100
8,"prevalence",0.5,2,77,"jaccard",0.48,100
8,"prevalence",0.55,2,77,"AHC_euclidean",0.09,100
8,"prevalence",0.55,2,77,"ILR_euclidean_pc0.01",0.49,100
8,"prevalence",0.55,2,77,"ILR_euclidean_pc0.1",0.46,100
8,"prevalence",0.55,2,77,"ILR_euclidean_pc0.5",0.41,100
8,"prevalence",0.55,2,77,"ILR_euclidean_pc1",0.4,100
8,"prevalence",0.55,2,77,"aitchison",0.42,100
8,"prevalence",0.55,2,77,"aitchison_pc0.01",0.49,100
8,"prevalence",0.55,2,77,"aitchison_pc0.1",0.47,100
8,"prevalence",0.55,2,77,"aitchison_pc1",0.42,100
8,"prevalence",0.55,2,77,"bray",0.05,100
8,"prevalence",0.55,2,77,"euclidean",0.04,100
8,"prevalence",0.55,2,77,"jaccard",0.54,100
8,"prevalence",0.6,2,77,"AHC_euclidean",0.13,100
8,"prevalence",0.6,2,77,"ILR_euclidean_pc0.01",0.59,100
8,"prevalence",0.6,2,77,"ILR_euclidean_pc0.1",0.56,100
8,"prevalence",0.6,2,77,"ILR_euclidean_pc0.5",0.52,100
8,"prevalence",0.6,2,77,"ILR_euclidean_pc1",0.5,100
8,"prevalence",0.6,2,77,"aitchison",0.53,100
8,"prevalence",0.6,2,77,"aitchison_pc0.01",0.59,100
8,"prevalence",0.6,2,77,"aitchison_pc0.1",0.57,100
8,"prevalence",0.6,2,77,"aitchison_pc1",0.5,100
8,"prevalence",0.6,2,77,"bray",0.11,100
8,"prevalence",0.6,2,77,"euclidean",0.12,100
8,"prevalence",0.6,2,77,"jaccard",0.68,100
8,"prevalence",0.65,2,77,"AHC_euclidean",0.13,100
8,"prevalence",0.65,2,77,"ILR_euclidean_pc0.01",0.72,100
8,"prevalence",0.65,2,77,"ILR_euclidean_pc0.1",0.72,100
8,"prevalence",0.65,2,77,"ILR_euclidean_pc0.5",0.68,100
8,"prevalence",0.65,2,77,"ILR_euclidean_pc1",0.66,100
8,"prevalence",0.65,2,77,"aitchison",0.7,100
8,"prevalence",0.65,2,77,"aitchison_pc0.01",0.73,100
8,"prevalence",0.65,2,77,"aitchison_pc0.1",0.7,100
8,"prevalence",0.65,2,77,"aitchison_pc1",0.65,100
8,"prevalence",0.65,2,77,"bray",0.09,100
8,"prevalence",0.65,2,77,"euclidean",0.06,100
8,"prevalence",0.65,2,77,"jaccard",0.75,100
8,"prevalence",0.7,2,77,"AHC_euclidean",0.13,100
8,"prevalence",0.7,2,77,"ILR_euclidean_pc0.01",0.88,100
8,"prevalence",0.7,2,77,"ILR_euclidean_pc0.1",0.83,100
8,"prevalence",0.7,2,77,"ILR_euclidean_pc0.5",0.79,100
8,"prevalence",0.7,2,77,"ILR_euclidean_pc1",0.77,100
8,"prevalence",0.7,2,77,"aitchison",0.79,100
8,"prevalence",0.7,2,77,"aitchison_pc0.01",0.87,100
8,"prevalence",0.7,2,77,"aitchison_pc0.1",0.85,100
8,"prevalence",0.7,2,77,"aitchison_pc1",0.76,100
8,"prevalence",0.7,2,77,"bray",0.11,100
8,"prevalence",0.7,2,77,"euclidean",0.07,100
8,"prevalence",0.7,2,77,"jaccard",0.91,100
8,"prevalence",0.75,2,77,"AHC_euclidean",0.12,100
8,"prevalence",0.75,2,77,"ILR_euclidean_pc0.01",0.89,100
8,"prevalence",0.75,2,77,"ILR_euclidean_pc0.1",0.88,100
8,"prevalence",0.75,2,77,"ILR_euclidean_pc0.5",0.84,100
8,"prevalence",0.75,2,77,"ILR_euclidean_pc1",0.83,100
8,"prevalence",0.75,2,77,"aitchison",0.84,100
8,"prevalence",0.75,2,77,"aitchison_pc0.01",0.89,100
8,"prevalence",0.75,2,77,"aitchison_pc0.1",0.87,100
8,"prevalence",0.75,2,77,"aitchison_pc1",0.82,100
8,"prevalence",0.75,2,77,"bray",0.1,100
8,"prevalence",0.75,2,77,"euclidean",0.03,100
8,"prevalence",0.75,2,77,"jaccard",0.97,100
8,"prevalence",0.8,2,77,"AHC_euclidean",0.18,100
8,"prevalence",0.8,2,77,"ILR_euclidean_pc0.01",0.93,100
8,"prevalence",0.8,2,77,"ILR_euclidean_pc0.1",0.93,100
8,"prevalence",0.8,2,77,"ILR_euclidean_pc0.5",0.89,100
8,"prevalence",0.8,2,77,"ILR_euclidean_pc1",0.86,100
8,"prevalence",0.8,2,77,"aitchison",0.89,100
8,"prevalence",0.8,2,77,"aitchison_pc0.01",0.94,100
8,"prevalence",0.8,2,77,"aitchison_pc0.1",0.92,100
8,"prevalence",0.8,2,77,"aitchison_pc1",0.87,100
8,"prevalence",0.8,2,77,"bray",0.14,100
8,"prevalence",0.8,2,77,"euclidean",0.04,100
8,"prevalence",0.8,2,77,"jaccard",0.95,100
8,"prevalence",0.85,2,77,"AHC_euclidean",0.18,100
8,"prevalence",0.85,2,77,"ILR_euclidean_pc0.01",0.99,100
8,"prevalence",0.85,2,77,"ILR_euclidean_pc0.1",0.97,100
8,"prevalence",0.85,2,77,"ILR_euclidean_pc0.5",0.97,100
8,"prevalence",0.85,2,77,"ILR_euclidean_pc1",0.94,100
8,"prevalence",0.85,2,77,"aitchison",0.97,100
8,"prevalence",0.85,2,77,"aitchison_pc0.01",1,100
8,"prevalence",0.85,2,77,"aitchison_pc0.1",0.97,100
8,"prevalence",0.85,2,77,"aitchison_pc1",0.94,100
8,"prevalence",0.85,2,77,"bray",0.11,100
8,"prevalence",0.85,2,77,"euclidean",0.04,100
8,"prevalence",0.85,2,77,"jaccard",1,100
8,"prevalence",0.9,2,77,"AHC_euclidean",0.15,100
8,"prevalence",0.9,2,77,"ILR_euclidean_pc0.01",0.99,100
8,"prevalence",0.9,2,77,"ILR_euclidean_pc0.1",0.99,100
8,"prevalence",0.9,2,77,"ILR_euclidean_pc0.5",0.99,100
8,"prevalence",0.9,2,77,"ILR_euclidean_pc1",0.99,100
8,"prevalence",0.9,2,77,"aitchison",0.99,100
8,"prevalence",0.9,2,77,"aitchison_pc0.01",0.99,100
8,"prevalence",0.9,2,77,"aitchison_pc0.1",0.99,100
8,"prevalence",0.9,2,77,"aitchison_pc1",0.99,100
8,"prevalence",0.9,2,77,"bray",0.12,100
8,"prevalence",0.9,2,77,"euclidean",0.04,100
8,"prevalence",0.9,2,77,"jaccard",1,100
8,"prevalence",0.95,2,77,"AHC_euclidean",0.14,100
8,"prevalence",0.95,2,77,"ILR_euclidean_pc0.01",1,100
8,"prevalence",0.95,2,77,"ILR_euclidean_pc0.1",1,100
8,"prevalence",0.95,2,77,"ILR_euclidean_pc0.5",0.98,100
8,"prevalence",0.95,2,77,"ILR_euclidean_pc1",0.98,100
8,"prevalence",0.95,2,77,"aitchison",0.98,100
8,"prevalence",0.95,2,77,"aitchison_pc0.01",1,100
8,"prevalence",0.95,2,77,"aitchison_pc0.1",1,100
8,"prevalence",0.95,2,77,"aitchison_pc1",0.98,100
8,"prevalence",0.95,2,77,"bray",0.12,100
8,"prevalence",0.95,2,77,"euclidean",0.05,100
8,"prevalence",0.95,2,77,"jaccard",1,100
8,"prevalence",1,2,77,"AHC_euclidean",0.3,100
8,"prevalence",1,2,77,"ILR_euclidean_pc0.01",0.99,100
8,"prevalence",1,2,77,"ILR_euclidean_pc0.1",0.99,100
8,"prevalence",1,2,77,"ILR_euclidean_pc0.5",0.99,100
8,"prevalence",1,2,77,"ILR_euclidean_pc1",0.99,100
8,"prevalence",1,2,77,"aitchison",0.99,100
8,"prevalence",1,2,77,"aitchison_pc0.01",0.99,100
8,"prevalence",1,2,77,"aitchison_pc0.1",0.99,100
8,"prevalence",1,2,77,"aitchison_pc1",0.98,100
8,"prevalence",1,2,77,"bray",0.2,100
8,"prevalence",1,2,77,"euclidean",0.04,100
8,"prevalence",1,2,77,"jaccard",1,100
