"BootstrapIteration","Outcome","WindowEnd","Window","Estimate"
102,"HRIC distance to personal baseline",60,"Day 1-60",-0.452853598962994
103,"HRIC alpha diversity",30,"Day 1-30",0.00683439387091018
103,"HRIC distance to personal baseline",30,"Day 1-30",-0.342442798706419
103,"HRIC alpha diversity",60,"Day 1-60",-0.00475194383724776
103,"HRIC distance to personal baseline",60,"Day 1-60",-0.166483756952045
104,"HRIC alpha diversity",30,"Day 1-30",0.00982507886570739
104,"HRIC distance to personal baseline",30,"Day 1-30",-0.324391668291607
104,"HRIC alpha diversity",60,"Day 1-60",0.00122422259004637
104,"HRIC distance to personal baseline",60,"Day 1-60",-0.231259564702889
105,"HRIC alpha diversity",30,"Day 1-30",0.0175152763889165
105,"HRIC distance to personal baseline",30,"Day 1-30",-0.326312237712568
105,"HRIC alpha diversity",60,"Day 1-60",0.0275459061513918
105,"HRIC distance to personal baseline",60,"Day 1-60",-0.42325141686412
106,"HRIC alpha diversity",30,"Day 1-30",0.0325911057153996
106,"HRIC distance to personal baseline",30,"Day 1-30",-0.385506948578381
106,"HRIC alpha diversity",60,"Day 1-60",0.0238974169923994
106,"HRIC distance to personal baseline",60,"Day 1-60",-0.29012223859611
107,"HRIC alpha diversity",30,"Day 1-30",0.0214652919279129
107,"HRIC distance to personal baseline",30,"Day 1-30",-0.518247521864545
107,"HRIC alpha diversity",60,"Day 1-60",0.0204595982495731
107,"HRIC distance to personal baseline",60,"Day 1-60",-0.499607704109256
108,"HRIC alpha diversity",30,"Day 1-30",0.0306204701918502
108,"HRIC distance to personal baseline",30,"Day 1-30",-0.610568430626452
108,"HRIC alpha diversity",60,"Day 1-60",0.0182111081400071
108,"HRIC distance to personal baseline",60,"Day 1-60",-0.41936409026308
109,"HRIC alpha diversity",30,"Day 1-30",0.0296929628406494
109,"HRIC distance to personal baseline",30,"Day 1-30",-0.53488114905756
109,"HRIC alpha diversity",60,"Day 1-60",0.0171850426633733
109,"HRIC distance to personal baseline",60,"Day 1-60",-0.394637674864242
110,"HRIC alpha diversity",30,"Day 1-30",0.0311860141648536
110,"HRIC distance to personal baseline",30,"Day 1-30",-0.445754428822107
110,"HRIC alpha diversity",60,"Day 1-60",0.00946679035191737
110,"HRIC distance to personal baseline",60,"Day 1-60",-0.255719936781258
111,"HRIC alpha diversity",30,"Day 1-30",0.0276051370573768
111,"HRIC distance to personal baseline",30,"Day 1-30",-0.411811058372394
111,"HRIC alpha diversity",60,"Day 1-60",0.0203473554360087
111,"HRIC distance to personal baseline",60,"Day 1-60",-0.372740201400459
112,"HRIC alpha diversity",30,"Day 1-30",0.0309582996735595
112,"HRIC distance to personal baseline",30,"Day 1-30",-0.486237221469564
112,"HRIC alpha diversity",60,"Day 1-60",0.0252373318073536
112,"HRIC distance to personal baseline",60,"Day 1-60",-0.350580043886486
113,"HRIC alpha diversity",30,"Day 1-30",0.0200415192230094
113,"HRIC distance to personal baseline",30,"Day 1-30",-0.592454065569467
113,"HRIC alpha diversity",60,"Day 1-60",0.0094501979673012
113,"HRIC distance to personal baseline",60,"Day 1-60",-0.440449350294455
114,"HRIC alpha diversity",30,"Day 1-30",0.00719782017570891
114,"HRIC distance to personal baseline",30,"Day 1-30",-0.40890441109412
114,"HRIC alpha diversity",60,"Day 1-60",-0.00180798955615633
114,"HRIC distance to personal baseline",60,"Day 1-60",-0.305684089170275
115,"HRIC alpha diversity",30,"Day 1-30",0.0227904551479045
115,"HRIC distance to personal baseline",30,"Day 1-30",-0.487220504876423
115,"HRIC alpha diversity",60,"Day 1-60",0.019483522166633
115,"HRIC distance to personal baseline",60,"Day 1-60",-0.470533139102101
116,"HRIC alpha diversity",30,"Day 1-30",0.013726640416839
116,"HRIC distance to personal baseline",30,"Day 1-30",-0.471170917308099
116,"HRIC alpha diversity",60,"Day 1-60",0.0122693980580733
116,"HRIC distance to personal baseline",60,"Day 1-60",-0.41179239026368
117,"HRIC alpha diversity",30,"Day 1-30",0.0299984936562967
117,"HRIC distance to personal baseline",30,"Day 1-30",-0.502187308361682
117,"HRIC alpha diversity",60,"Day 1-60",0.0149432692644178
117,"HRIC distance to personal baseline",60,"Day 1-60",-0.307276153897808
118,"HRIC alpha diversity",30,"Day 1-30",0.00818737310991543
118,"HRIC distance to personal baseline",30,"Day 1-30",-0.362415447388355
118,"HRIC alpha diversity",60,"Day 1-60",0.00847531389281699
118,"HRIC distance to personal baseline",60,"Day 1-60",-0.32325549398123
119,"HRIC alpha diversity",30,"Day 1-30",0.0169095854831364
119,"HRIC distance to personal baseline",30,"Day 1-30",-0.4374500855576
119,"HRIC alpha diversity",60,"Day 1-60",0.0290174420361988
119,"HRIC distance to personal baseline",60,"Day 1-60",-0.509332942196581
120,"HRIC alpha diversity",30,"Day 1-30",0.0143108072026992
120,"HRIC distance to personal baseline",30,"Day 1-30",-0.537149905512977
120,"HRIC alpha diversity",60,"Day 1-60",0.00981398992706375
120,"HRIC distance to personal baseline",60,"Day 1-60",-0.535230692511741
121,"HRIC alpha diversity",30,"Day 1-30",0.00870433517801102
121,"HRIC distance to personal baseline",30,"Day 1-30",-0.496032785917422
121,"HRIC alpha diversity",60,"Day 1-60",0.00257213140125088
121,"HRIC distance to personal baseline",60,"Day 1-60",-0.428356524041313
122,"HRIC alpha diversity",30,"Day 1-30",-0.00252189346209581
122,"HRIC distance to personal baseline",30,"Day 1-30",-0.260212516715186
122,"HRIC alpha diversity",60,"Day 1-60",0.00348362524610122
122,"HRIC distance to personal baseline",60,"Day 1-60",-0.238917881683061
123,"HRIC alpha diversity",30,"Day 1-30",0.0169106775810875
123,"HRIC distance to personal baseline",30,"Day 1-30",-0.567662974413927
123,"HRIC alpha diversity",60,"Day 1-60",0.0159898209615942
123,"HRIC distance to personal baseline",60,"Day 1-60",-0.534327974880516
124,"HRIC alpha diversity",30,"Day 1-30",0.0198380787043047
124,"HRIC distance to personal baseline",30,"Day 1-30",-0.327435152756867
124,"HRIC alpha diversity",60,"Day 1-60",0.00707114622725533
124,"HRIC distance to personal baseline",60,"Day 1-60",-0.20827896128358
125,"HRIC alpha diversity",30,"Day 1-30",0.029732006970062
125,"HRIC distance to personal baseline",30,"Day 1-30",-0.375271266858796
125,"HRIC alpha diversity",60,"Day 1-60",0.00858499548261796
125,"HRIC distance to personal baseline",60,"Day 1-60",-0.219308781643958
126,"HRIC alpha diversity",30,"Day 1-30",0.0231545680034223
126,"HRIC distance to personal baseline",30,"Day 1-30",-0.48602045892341
126,"HRIC alpha diversity",60,"Day 1-60",0.00744708291187377
126,"HRIC distance to personal baseline",60,"Day 1-60",-0.315446133449264
127,"HRIC alpha diversity",30,"Day 1-30",0.0327166821512233
127,"HRIC distance to personal baseline",30,"Day 1-30",-0.392679666310743
127,"HRIC alpha diversity",60,"Day 1-60",0.0195909708487288
127,"HRIC distance to personal baseline",60,"Day 1-60",-0.320476430388566
128,"HRIC alpha diversity",30,"Day 1-30",0.0247887657164465
128,"HRIC distance to personal baseline",30,"Day 1-30",-0.553401093874539
128,"HRIC alpha diversity",60,"Day 1-60",0.0166633102603451
128,"HRIC distance to personal baseline",60,"Day 1-60",-0.411984805849444
129,"HRIC alpha diversity",30,"Day 1-30",0.032664772067364
129,"HRIC distance to personal baseline",30,"Day 1-30",-0.47034607521582
129,"HRIC alpha diversity",60,"Day 1-60",0.0254790659586269
129,"HRIC distance to personal baseline",60,"Day 1-60",-0.38363146674036
130,"HRIC alpha diversity",30,"Day 1-30",0.0320876589677848
130,"HRIC distance to personal baseline",30,"Day 1-30",-0.455841361814185
130,"HRIC alpha diversity",60,"Day 1-60",0.00937442451019441
130,"HRIC distance to personal baseline",60,"Day 1-60",-0.28251751949378
131,"HRIC alpha diversity",30,"Day 1-30",0.0267226587960024
131,"HRIC distance to personal baseline",30,"Day 1-30",-0.513612783803945
131,"HRIC alpha diversity",60,"Day 1-60",0.0217260389258433
131,"HRIC distance to personal baseline",60,"Day 1-60",-0.391206494357321
132,"HRIC alpha diversity",30,"Day 1-30",0.0054486919287263
132,"HRIC distance to personal baseline",30,"Day 1-30",-0.338460372574294
132,"HRIC alpha diversity",60,"Day 1-60",0.00262380499099613
132,"HRIC distance to personal baseline",60,"Day 1-60",-0.285510962497468
133,"HRIC alpha diversity",30,"Day 1-30",0.0215658428212925
133,"HRIC distance to personal baseline",30,"Day 1-30",-0.453983625710888
133,"HRIC alpha diversity",60,"Day 1-60",0.017259532341091
133,"HRIC distance to personal baseline",60,"Day 1-60",-0.330304909909665
134,"HRIC alpha diversity",30,"Day 1-30",0.00260260607994202
134,"HRIC distance to personal baseline",30,"Day 1-30",-0.356698957957642
134,"HRIC alpha diversity",60,"Day 1-60",-0.0066302831477765
134,"HRIC distance to personal baseline",60,"Day 1-60",-0.239794516301506
135,"HRIC alpha diversity",30,"Day 1-30",0.0300170128953708
135,"HRIC distance to personal baseline",30,"Day 1-30",-0.459341583108105
135,"HRIC alpha diversity",60,"Day 1-60",0.0201374480723787
135,"HRIC distance to personal baseline",60,"Day 1-60",-0.290711710154327
136,"HRIC alpha diversity",30,"Day 1-30",0.0134193843255742
136,"HRIC distance to personal baseline",30,"Day 1-30",-0.543818088380531
136,"HRIC alpha diversity",60,"Day 1-60",0.00987428168239811
136,"HRIC distance to personal baseline",60,"Day 1-60",-0.495127939423335
137,"HRIC alpha diversity",30,"Day 1-30",0.0295263172105528
137,"HRIC distance to personal baseline",30,"Day 1-30",-0.565613110761692
137,"HRIC alpha diversity",60,"Day 1-60",0.0204187595512502
137,"HRIC distance to personal baseline",60,"Day 1-60",-0.468807918753193
138,"HRIC alpha diversity",30,"Day 1-30",0.0158205095717535
138,"HRIC distance to personal baseline",30,"Day 1-30",-0.562341986961382
138,"HRIC alpha diversity",60,"Day 1-60",0.00653928595420073
138,"HRIC distance to personal baseline",60,"Day 1-60",-0.436155594220044
139,"HRIC alpha diversity",30,"Day 1-30",0.019918771562902
139,"HRIC distance to personal baseline",30,"Day 1-30",-0.343049885527776
139,"HRIC alpha diversity",60,"Day 1-60",0.00665513022539457
139,"HRIC distance to personal baseline",60,"Day 1-60",-0.264000275747144
140,"HRIC alpha diversity",30,"Day 1-30",0.0149611665020647
140,"HRIC distance to personal baseline",30,"Day 1-30",-0.348978306099995
140,"HRIC alpha diversity",60,"Day 1-60",0.015737346225049
140,"HRIC distance to personal baseline",60,"Day 1-60",-0.345007499101093
141,"HRIC alpha diversity",30,"Day 1-30",0.018837225862329
141,"HRIC distance to personal baseline",30,"Day 1-30",-0.599137250848956
141,"HRIC alpha diversity",60,"Day 1-60",0.0151439931656034
141,"HRIC distance to personal baseline",60,"Day 1-60",-0.532414127393963
142,"HRIC alpha diversity",30,"Day 1-30",0.00769833811736891
142,"HRIC distance to personal baseline",30,"Day 1-30",-0.424957974794761
142,"HRIC alpha diversity",60,"Day 1-60",0.00492643300432397
142,"HRIC distance to personal baseline",60,"Day 1-60",-0.349055430502569
143,"HRIC alpha diversity",30,"Day 1-30",0.0314030987369577
143,"HRIC distance to personal baseline",30,"Day 1-30",-0.623999591379597
143,"HRIC alpha diversity",60,"Day 1-60",0.0190891036906819
143,"HRIC distance to personal baseline",60,"Day 1-60",-0.480097255633248
144,"HRIC alpha diversity",30,"Day 1-30",0.00885663224591773
144,"HRIC distance to personal baseline",30,"Day 1-30",-0.281132031446346
144,"HRIC alpha diversity",60,"Day 1-60",0.0109865796684474
144,"HRIC distance to personal baseline",60,"Day 1-60",-0.291335208416739
145,"HRIC alpha diversity",30,"Day 1-30",0.0131693345717507
145,"HRIC distance to personal baseline",30,"Day 1-30",-0.467162204858021
145,"HRIC alpha diversity",60,"Day 1-60",0.0088573850225908
145,"HRIC distance to personal baseline",60,"Day 1-60",-0.396061239680332
146,"HRIC alpha diversity",30,"Day 1-30",0.0240291694927503
146,"HRIC distance to personal baseline",30,"Day 1-30",-0.461083132920774
146,"HRIC alpha diversity",60,"Day 1-60",0.0224829684957044
146,"HRIC distance to personal baseline",60,"Day 1-60",-0.375605771563359
147,"HRIC alpha diversity",30,"Day 1-30",0.0249299162178284
147,"HRIC distance to personal baseline",30,"Day 1-30",-0.559783093775546
147,"HRIC alpha diversity",60,"Day 1-60",0.00304615327458999
147,"HRIC distance to personal baseline",60,"Day 1-60",-0.316997074438057
148,"HRIC alpha diversity",30,"Day 1-30",0.0260434971833882
148,"HRIC distance to personal baseline",30,"Day 1-30",-0.344497487288905
148,"HRIC alpha diversity",60,"Day 1-60",0.0256834321824747
148,"HRIC distance to personal baseline",60,"Day 1-60",-0.29827808761269
149,"HRIC alpha diversity",30,"Day 1-30",0.0228503494947715
149,"HRIC distance to personal baseline",30,"Day 1-30",-0.450680594074372
149,"HRIC alpha diversity",60,"Day 1-60",0.0195954378435111
149,"HRIC distance to personal baseline",60,"Day 1-60",-0.366799889765047
150,"HRIC alpha diversity",30,"Day 1-30",0.00852608754675337
150,"HRIC distance to personal baseline",30,"Day 1-30",-0.322989527880986
150,"HRIC alpha diversity",60,"Day 1-60",0.00429729642892048
150,"HRIC distance to personal baseline",60,"Day 1-60",-0.397551288157201
151,"HRIC alpha diversity",30,"Day 1-30",0.0221903830014835
151,"HRIC distance to personal baseline",30,"Day 1-30",-0.402891939136438
151,"HRIC alpha diversity",60,"Day 1-60",0.0266969223508052
151,"HRIC distance to personal baseline",60,"Day 1-60",-0.349614591461174
152,"HRIC alpha diversity",30,"Day 1-30",0.0319328153296858
152,"HRIC distance to personal baseline",30,"Day 1-30",-0.527278609105935
152,"HRIC alpha diversity",60,"Day 1-60",0.0269600456324086
152,"HRIC distance to personal baseline",60,"Day 1-60",-0.487613064008491
153,"HRIC alpha diversity",30,"Day 1-30",0.0328677044219328
153,"HRIC distance to personal baseline",30,"Day 1-30",-0.706979971201611
153,"HRIC alpha diversity",60,"Day 1-60",0.0214288898990147
153,"HRIC distance to personal baseline",60,"Day 1-60",-0.608636246159177
154,"HRIC alpha diversity",30,"Day 1-30",0.032001642311535
154,"HRIC distance to personal baseline",30,"Day 1-30",-0.531255146121108
154,"HRIC alpha diversity",60,"Day 1-60",0.0125635317576872
154,"HRIC distance to personal baseline",60,"Day 1-60",-0.305164089591685
155,"HRIC alpha diversity",30,"Day 1-30",0.0171199650934997
155,"HRIC distance to personal baseline",30,"Day 1-30",-0.541253536722046
155,"HRIC alpha diversity",60,"Day 1-60",0.0184613868726181
155,"HRIC distance to personal baseline",60,"Day 1-60",-0.505343202445715
156,"HRIC alpha diversity",30,"Day 1-30",0.0249191549044832
156,"HRIC distance to personal baseline",30,"Day 1-30",-0.473203394541405
156,"HRIC alpha diversity",60,"Day 1-60",0.0154716915343153
156,"HRIC distance to personal baseline",60,"Day 1-60",-0.388101206331672
157,"HRIC alpha diversity",30,"Day 1-30",0.0273551226440604
157,"HRIC distance to personal baseline",30,"Day 1-30",-0.487012427218018
157,"HRIC alpha diversity",60,"Day 1-60",0.0131044580981317
157,"HRIC distance to personal baseline",60,"Day 1-60",-0.336670726619923
158,"HRIC alpha diversity",30,"Day 1-30",-0.00037736087970185
158,"HRIC distance to personal baseline",30,"Day 1-30",-0.164839983619085
158,"HRIC alpha diversity",60,"Day 1-60",0.000475954624198886
158,"HRIC distance to personal baseline",60,"Day 1-60",-0.223272541502786
159,"HRIC alpha diversity",30,"Day 1-30",0.0120497033582359
159,"HRIC distance to personal baseline",30,"Day 1-30",-0.339383586842838
159,"HRIC alpha diversity",60,"Day 1-60",0.0108839149932961
159,"HRIC distance to personal baseline",60,"Day 1-60",-0.335572914797265
160,"HRIC alpha diversity",30,"Day 1-30",0.00712493793273017
160,"HRIC distance to personal baseline",30,"Day 1-30",-0.278460849507531
160,"HRIC alpha diversity",60,"Day 1-60",0.00100794692622518
160,"HRIC distance to personal baseline",60,"Day 1-60",-0.191260939090115
161,"HRIC alpha diversity",30,"Day 1-30",0.00964269317651694
161,"HRIC distance to personal baseline",30,"Day 1-30",-0.449010819651661
161,"HRIC alpha diversity",60,"Day 1-60",0.00320679851172101
161,"HRIC distance to personal baseline",60,"Day 1-60",-0.394288026833609
162,"HRIC alpha diversity",30,"Day 1-30",0.0367135705744645
162,"HRIC distance to personal baseline",30,"Day 1-30",-0.552060048021552
162,"HRIC alpha diversity",60,"Day 1-60",0.0217854769304404
162,"HRIC distance to personal baseline",60,"Day 1-60",-0.35243752934502
163,"HRIC alpha diversity",30,"Day 1-30",0.01534280649128
163,"HRIC distance to personal baseline",30,"Day 1-30",-0.29461656814064
163,"HRIC alpha diversity",60,"Day 1-60",0.00451460700371072
163,"HRIC distance to personal baseline",60,"Day 1-60",-0.185058441241884
164,"HRIC alpha diversity",30,"Day 1-30",0.0333659715824993
164,"HRIC distance to personal baseline",30,"Day 1-30",-0.445651303200933
164,"HRIC alpha diversity",60,"Day 1-60",0.0200864588483921
164,"HRIC distance to personal baseline",60,"Day 1-60",-0.357555092151437
165,"HRIC alpha diversity",30,"Day 1-30",0.0221591117274709
165,"HRIC distance to personal baseline",30,"Day 1-30",-0.404110166177386
165,"HRIC alpha diversity",60,"Day 1-60",0.0163103995847353
165,"HRIC distance to personal baseline",60,"Day 1-60",-0.327164516172154
166,"HRIC alpha diversity",30,"Day 1-30",0.0213035018523715
166,"HRIC distance to personal baseline",30,"Day 1-30",-0.45763169091683
166,"HRIC alpha diversity",60,"Day 1-60",0.0179834278068267
166,"HRIC distance to personal baseline",60,"Day 1-60",-0.412215734824103
167,"HRIC alpha diversity",30,"Day 1-30",0.0230943972876346
167,"HRIC distance to personal baseline",30,"Day 1-30",-0.399908863376933
167,"HRIC alpha diversity",60,"Day 1-60",0.0172924371346305
167,"HRIC distance to personal baseline",60,"Day 1-60",-0.309543338393439
168,"HRIC alpha diversity",30,"Day 1-30",0.0225200419153399
168,"HRIC distance to personal baseline",30,"Day 1-30",-0.373713553223628
168,"HRIC alpha diversity",60,"Day 1-60",0.00628398414114285
168,"HRIC distance to personal baseline",60,"Day 1-60",-0.230238422304444
169,"HRIC alpha diversity",30,"Day 1-30",0.0066508871757525
169,"HRIC distance to personal baseline",30,"Day 1-30",-0.434194600143927
169,"HRIC alpha diversity",60,"Day 1-60",-0.000327595841904438
169,"HRIC distance to personal baseline",60,"Day 1-60",-0.286213890946443
170,"HRIC alpha diversity",30,"Day 1-30",0.0233185125411095
